5930	15858
21579	14790
4908	5281
7535	3344
22435	13609
230	15160
2053	15420
4438	6501
12841	13965
19877	17648
20869	9740
12741	7233
6693	6947
1964	15213
6414	9215
14711	4812
5524	3962
22741	5394
16746	2766
18900	17678
18891	11303
15804	2542
18052	234
7557	2110
8237	2522
12725	9552
11055	15438
11762	13280
6343	12744
11579	11806
1925	7633
8250	4379
6570	13132
18588	16072
19818	15811
8898	17545
22274	10382
4086	5674
12557	9526
10693	2643
1134	16149
8631	13762
11607	4837
14677	13109
14516	3376
2047	16345
13735	11537
3040	14238
504	11155
16393	9003
4920	8877
955	66
10640	12463
17113	17252
4294	8415
7	16877
1345	2913
18865	6101
18680	6565
10177	1149
22863	8993
17806	9280
14507	12691
20768	862
1121	17249
2018	10077
3401	906
16274	7275
19294	3927
9446	117
18765	3164
17767	11589
22865	3452
6421	7979
3430	8560
14178	2226
5243	13748
13208	13337
7959	12508
12244	15284
10194	7728
16859	5831
3507	9298
3619	11979
17487	16485
14442	17192
14380	5117
3291	13298
2263	9664
3397	2490
5033	2956
6877	17701
9236	407
11133	10729
22833	16001
22656	13090
12450	10578
2035	4619
22302	17052
3391	6619
2409	16453
2430	13417
14452	13165
18890	6575
21786	1604
20453	16341
17177	5589
212	16628
19133	9981
17012	13877
22568	1915
2516	5843
22947	931
7689	10247
15706	17493
3141	10635
1842	7507
13098	13607
12113	12931
19071	5178
16012	6901
14765	16439
19309	16889
18455	1911
20996	1026
14603	2965
8075	9007
15984	6489
17918	7574
11384	6129
4146	10425
13937	9821
2137	15304
10183	10670
261	16477
17059	13684
18858	15548
11371	849
1844	10785
14717	7316
18442	11848
22455	2448
15873	8819
6517	7479
375	8330
9769	13675
12829	4344
3275	4411
10420	703
17978	10165
13935	7823
8020	10146
19456	12559
9519	12184
6958	8318
16830	13600
13079	15748
14870	1900
22485	2714
4396	166
17184	7738
17135	12336
6735	7415
6288	6757
20568	12792
10733	16474
18482	7027
22198	9989
21659	7094
3786	15900
16334	9338
18739	13386
2753	9637
3172	6687
13441	3005
15001	10866
7869	16207
11887	14230
22266	3374
706	5855
2147	10238
22676	14038
5826	10782
11401	11224
18992	2759
21292	4260
15686	1068
19723	1456
3022	5430
6418	2011
14654	8350
17229	17188
2876	5644
1672	11075
13912	1099
4255	2791
5400	8440
7092	6181
18184	3915
7176	8011
15065	8752
17018	3900
2713	5814
22667	14597
13392	2284
1071	13859
21569	4497
1277	15570
1325	10854
15801	16242
1413	10976
379	15404
19435	17316
20396	11900
8593	1616
12697	10047
20901	2656
23266	13915
5931	1836
13749	1436
10368	16890
13845	14902
1342	14356
22346	13845
17313	5268
18840	7247
15910	15093
10599	8829
22004	5815
9739	6256
5907	14062
6072	828
393	10462
3638	11907
5203	11377
21270	13200
6775	4647
22368	988
8734	8187
16216	1347
19108	5226
21660	6186
14891	14465
23054	786
16238	15915
6830	15835
13757	7231
11248	2960
19572	12254
22889	15500
9899	11948
22561	290
4489	7582
23289	11792
20095	5537
4770	9425
21406	12070
20508	1813
8229	10451
4114	1053
8203	4992
21810	4819
3962	15483
20190	380
9874	5869
12867	3340
11240	17374
3359	986
2129	345
12130	17073
4834	11520
12794	9060
10379	451
21164	1835
4913	771
5702	15118
21410	14977
9487	7857
8528	11158
1817	14569
12044	1779
16268	240
17963	4790
3566	10148
2262	7573
20018	15663
12383	16185
10129	4196
3242	5963
17578	16794
21918	6066
22154	10608
736	5776
10178	2016
1996	9855
14511	16875
9967	9807
4694	10696
21506	15241
8103	13416
3922	3429
4121	6242
9174	17111
8805	7143
21069	15652
17480	15693
21802	3892
14177	7967
20642	17195
755	3998
4899	10193
15716	17342
3528	13967
14974	2262
5050	3627
9350	11034
6311	10252
12537	14395
9841	10799
10706	14004
18415	15001
9986	5923
14665	5651
17214	16871
10562	14800
13328	13066
22627	14668
21361	16906
2298	15622
6434	6801
9338	7606
6731	9510
22251	6372
19642	9337
5177	3411
1903	4240
1535	8485
20085	12717
8046	5552
146	11539
13139	14951
13815	9654
15403	6702
9139	9423
19893	7266
11310	5063
21495	8423
17037	188
1395	12134
8892	14339
11207	2153
20355	4197
18255	9921
16987	983
6987	7494
226	16225
16786	6173
14116	9715
14812	16040
8823	16755
1214	6585
361	4366
14685	13964
21298	15222
5963	5330
20695	5144
4826	7717
7332	12421
19600	13621
9745	15203
5324	15643
6184	6477
4062	17599
21329	3276
10802	15135
17648	16538
4176	718
22658	9958
21206	16088
19489	6361
6986	6996
2819	15887
1822	15384
15881	13406
4526	13782
4407	7214
18067	4809
5994	6679
11132	2864
9653	17464
1791	16920
9573	2853
23257	14307
207	3503
19079	2610
10595	16465
13314	14349
18309	14497
7549	5530
21047	2237
14809	16744
18608	6423
17260	12161
19773	2389
867	12712
17459	11702
6921	58
9451	4791
21795	279
18663	11989
7108	13029
5708	872
8053	12146
8960	4290
432	13785
15299	9507
14495	8728
1148	13724
2483	5325
12515	3038
6591	388
2233	5411
13159	5503
9292	9016
1129	6271
20862	15109
15396	2264
10482	15549
6135	11632
16791	11477
16368	17690
22738	2678
2622	2506
12607	17551
13467	4720
6211	3773
13108	13478
20172	9505
19090	6583
22269	11919
10386	10829
7844	13653
9209	1703
15695	814
17721	3814
22389	8475
8717	195
11930	14582
19822	6887
3058	13703
15691	2168
19513	14043
17198	10466
5040	5946
15937	14671
3487	12882
19444	7771
5310	1121
5424	12509
20005	3362
18611	3607
2004	17325
2285	9882
2948	10619
11900	3866
2645	3760
17194	14448
3957	2364
6166	14892
2897	4308
9732	14024
14342	8665
10174	8377
1516	16199
3342	15993
10315	13649
8338	361
948	14765
21539	8823
1582	4760
11950	7655
11411	4953
22272	14192
13300	12608
16409	6244
1863	13473
713	14186
12980	12832
2660	483
21003	1857
14840	10073
13622	13455
13615	7033
1280	2981
11267	10421
18649	3680
4066	5400
7173	16110
21879	10765
22324	3172
2624	3559
17489	5387
16963	14682
18510	17029
1991	14182
5253	16151
13868	501
14016	2058
4437	16409
6736	12999
11312	15468
6439	17402
19004	5635
16358	13971
11807	11530
133	5254
19028	8255
15724	4821
13559	9875
22514	14454
3855	12807
15673	16950
16992	3524
17516	3136
23080	9932
1966	9945
758	517
13638	15880
16422	9374
6936	7705
3020	1818
5606	6752
160	14819
23223	14611
6139	14642
4650	13389
23280	12942
20030	4172
14864	5173
19037	15324
12466	14915
13489	13065
11502	17624
18060	10099
9270	9472
2186	2696
14797	7112
11936	186
22780	17351
10283	12342
6327	11877
6920	12321
19849	12921
1468	59
7320	6142
979	16539
4384	601
6711	12109
16646	11135
19790	397
15349	12640
682	12673
17893	1877
2082	3849
22405	14610
1124	12297
15021	9732
14806	10555
8466	11585
11090	9671
1012	17306
23268	2821
19024	3707
1983	1293
3716	4371
19027	3154
18273	4025
12908	10413
17904	15606
13985	860
6969	462
4491	17659
2155	4084
18655	12728
13556	2869
9501	13740
8505	14788
19287	10337
16820	12281
11355	11650
9997	8961
20335	11176
11274	11476
4502	16022
14334	6934
6914	9902
13024	8357
14370	4284
21248	5692
13958	13421
19369	1164
12874	11342
7336	11424
18222	11295
22217	10917
17005	14741
18383	4797
1086	11446
23068	17157
10755	16285
13723	271
7718	6539
1459	6159
22882	15919
2336	8406
21096	120
418	6808
21289	9394
9416	6945
5115	17412
15129	3860
20813	7779
14885	6076
22898	10345
1867	13510
11298	8812
17596	3602
17011	3313
3103	11016
20786	13710
15743	6556
19536	6795
1778	11885
19289	8513
6832	1852
12751	7767
8953	131
280	8843
4600	1481
1020	11609
11226	8091
22880	10523
10203	2953
19303	5156
1951	11875
8247	12853
3441	9130
20705	169
6078	476
211	111
10085	5487
19774	2574
2998	13563
1058	14925
2492	14127
10756	15930
16415	1658
11332	546
6783	9965
19745	766
2444	685
6169	7183
1037	13097
1433	1364
1706	13902
3290	5259
20771	5120
19985	9899
12754	16651
10656	11074
13315	6988
18760	1317
7127	11925
18841	7150
2286	14913
643	9857
16888	10699
3277	4951
22584	7830
15769	5846
14284	1381
13420	5475
9467	2495
17121	14563
17917	6789
4393	11375
15351	11427
11205	12748
2333	12818
11494	4422
21394	16421
21648	15672
687	8323
1914	10534
6403	8467
5648	5237
12387	836
8274	12928
22463	15509
20852	8555
21400	2115
12126	15868
4799	13180
22321	17203
1085	10819
3984	16435
10006	4638
11035	16505
10272	14548
7124	14161
18821	3348
3215	16606
12528	8604
16320	1009
17900	14337
16757	6544
10334	7879
2953	12952
6714	12714
12583	7509
7129	7089
19660	11567
20281	16524
8416	14689
3485	5914
18894	16390
15169	3575
9079	10755
15591	15051
22739	5575
7864	1338
16314	11493
8890	17159
14375	11336
3046	13794
1101	1512
14792	16370
13223	15654
21303	9467
12997	4719
10391	10528
14772	5033
11909	8443
12998	7170
17926	1673
4170	15602
21917	3330
5754	4428
22731	376
9863	1829
20057	3985
14441	8349
21980	7737
2385	8224
18286	1756
11568	2403
19871	5416
14616	6442
13655	4648
21792	4054
1853	5962
15083	9480
19126	607
5694	3958
19368	13236
19607	12006
1596	10239
4687	6742
9108	8776
4628	14664
1641	12322
10188	9208
16116	19
15176	6701
9454	3801
16564	13384
8460	216
14145	12283
2111	12166
11958	12066
17737	7500
13032	9102
987	203
20993	4181
11850	17224
1172	5929
22990	1807
8965	7355
11396	8057
14041	14890
1774	999
774	9650
9195	17155
913	3389
6490	16740
10279	3830
18820	11584
14513	14517
535	15657
12457	10162
10541	4692
10607	43
5358	13409
6536	3980
9308	16448
18461	5429
20753	14745
9504	14290
12481	15429
8768	7568
13002	11740
8521	15673
7826	8634
22139	14242
14784	8477
2174	5682
904	13138
7140	10490
17540	16064
573	7106
12683	179
5150	6819
165	3105
111	16415
15070	11028
4342	6602
2881	4171
3425	2189
7128	8046
4378	1773
13305	16353
8617	14822
7223	11273
17723	4169
5403	413
11294	2571
14762	14286
20972	16163
4564	2317
17715	16761
12449	4117
10243	12772
10739	4138
10250	17707
5833	3939
10020	13878
19953	10110
18190	2876
23264	9805
4686	14122
15564	9936
17200	16512
14208	16392
19983	2032
23272	4541
21677	1442
18009	5754
23060	12285
6124	16891
7418	14042
2092	5070
2857	5472
1400	1424
2729	4430
22782	7884
23008	761
13654	17284
1576	2742
5857	16298
19632	9481
19634	890
8983	11140
22009	2668
10601	13628
15530	15452
20887	7446
14163	12822
19717	9356
17357	8625
5690	2813
4319	5130
8131	10471
16324	12537
6445	8431
9479	1681
19299	3391
15033	13317
9935	12837
8502	9166
18723	15745
8049	11779
18414	15591
1758	10224
9830	5012
4508	2454
16477	5292
9328	17020
6512	5345
8452	173
13088	14209
21735	244
5096	7370
182	16668
16465	8730
9950	17381
7035	1559
3076	5725
17022	13187
13080	8246
11680	12422
1918	9781
23139	11917
23133	7001
2200	313
18169	11607
2577	9419
10458	8072
8643	14769
14114	7734
17621	942
5436	5966
12282	13131
1884	16867
15727	7236
4389	6499
13471	6285
15712	1299
17325	10645
19166	12762
9438	14942
7792	7179
10821	3347
13859	12317
13892	3471
5732	728
576	4984
302	9884
13975	3334
9138	10286
1478	7702
12574	2994
6095	10593
20234	11103
3687	134
14781	6230
4936	17463
14419	7244
10138	7141
6132	8306
11031	17438
10414	7411
924	10970
8064	1990
7019	3843
4669	811
5880	16297
1010	15750
17565	12580
16323	14015
656	3297
5933	7853
20167	14378
15328	9353
8313	6449
14064	1797
15291	16595
6869	10149
12791	5249
18470	5143
8251	11409
1586	3819
17666	16262
12217	3684
66	3281
18488	671
5048	15312
5380	3359
18892	14665
17481	5079
18129	12968
20080	16958
11150	7083
22834	5762
16857	13074
20557	15886
11854	13056
2246	15877
7747	14827
1368	6875
21682	5205
16926	3822
19399	13802
4721	11123
9615	14113
21992	436
10507	16042
843	7371
16235	12835
1699	7544
21526	3919
16718	4123
22268	16995
4155	362
9452	13058
16659	5186
6746	14221
2812	3948
11954	4683
20526	358
11835	10111
15130	12594
3083	8980
23166	7384
22186	14063
1558	4304
22773	2900
21887	1631
21321	15588
4029	8503
11171	10192
12604	11004
1747	2278
13312	9521
9620	1747
16952	11334
9063	8530
5724	3087
3219	10977
5644	16280
7091	16498
21344	12403
11397	10831
4311	14123
18905	16058
21252	13728
7145	4646
12441	1226
18330	2038
7440	16373
20666	15425
14440	1544
6621	5820
7252	16144
2471	13143
3309	10497
18669	5712
12257	7347
11701	16422
19411	9243
13011	13555
15856	17146
1915	6403
14267	17686
5160	15854
1288	9768
5300	17319
2478	11382
14980	6960
3878	2259
19361	12195
909	14623
14126	15272
17421	15736
16863	8457
10559	2080
3316	9475
3124	2705
20247	11057
20626	12394
3204	11026
12790	1287
12886	14535
3318	7577
21777	5195
5908	6196
17084	17059
3769	6461
5664	9933
14522	11365
9991	13212
19872	15747
14222	11930
23221	13319
13942	13519
4298	11941
18789	6844
22708	512
8942	2498
11383	85
224	6308
14652	6884
19335	10076
18334	1873
4423	10147
8654	8729
1742	15196
8456	13376
12657	11727
13267	12259
5068	17243
208	16827
15383	13542
20960	8851
14805	359
4181	17626
3301	10706
22438	14227
18086	8017
13821	1615
4522	7095
10676	1093
1466	15802
21468	14012
7097	7280
22786	23
21987	8647
21083	705
11561	340
14906	5905
8853	842
10696	4983
13148	13366
13351	2565
4715	859
17470	6470
4736	5840
7491	5148
11608	9479
4744	5250
14444	4999
7977	2635
8808	8133
22984	6624
12746	16985
18257	14891
8138	5196
19052	3125
20024	10477
1644	5616
4351	15239
23073	2232
14256	15125
19141	14564
6500	3007
8739	13761
2923	5528
4900	13815
7085	3655
7459	2676
7575	1331
10228	297
22499	11945
13498	4426
14816	6067
6111	13027
22084	13437
5713	14884
12851	12206
6525	12145
10489	3403
19678	8338
19230	10687
20544	14603
22799	13456
11136	4425
14588	6053
7282	17590
23000	13676
5182	364
9921	8694
20854	11644
18591	14529
7676	479
18287	13853
16945	15400
17946	16158
