2593	442	5616
11620	442	13041
6061	442	734
8883	445	5899
13214	442	4228
4577	445	821
526	445	12789
165	445	1706
4603	442	3931
4919	430	8659
12156	442	7358
1708	450	12421
1341	442	606
11953	445	2677
197	450	8356
10511	428	3164
6154	445	6147
4320	445	12683
9253	445	96
3663	442	10130
13588	425	11102
3341	442	2689
11386	445	2608
12633	442	8928
11804	445	8297
3299	445	9814
7152	445	3931
9143	428	9837
8143	445	4290
9867	435	8505
843	445	6885
4929	440	7116
5905	442	1683
5550	430	5945
13066	442	11422
5172	445	13292
11279	445	9432
42	445	8379
7689	445	4713
8637	442	8825
5042	445	12772
2986	442	2898
1445	430	8752
7409	442	8231
9523	445	1481
12989	442	8231
2165	445	9432
11955	442	1085
283	445	3135
959	442	3993
13171	442	10330
5713	445	11422
8430	442	5777
9211	442	1409
8029	442	9243
10559	442	11370
756	445	5653
8937	442	3384
13743	450	5179
5712	430	13733
9293	442	12203
11645	425	1877
9602	442	9001
5878	442	7451
2208	442	6910
10441	441	4144
6743	445	3812
1625	442	12772
3675	442	11911
1996	422	3942
3466	440	6792
8325	445	415
1914	445	3968
1934	450	4685
11629	442	10251
3136	428	12648
12940	425	13396
13125	442	2608
13225	428	2349
7473	425	5742
11114	442	13206
9898	442	12875
9362	430	2991
11622	445	12661
8221	442	11115
6498	442	10691
6531	442	13298
3690	445	821
12971	445	4921
12774	445	1979
10127	442	1966
12386	445	13578
11534	445	3921
10567	425	12357
5236	440	13776
3207	442	9925
10921	442	11075
12131	450	2682
11959	425	1877
4495	442	6514
1320	425	13123
11868	445	5336
11427	445	12619
13408	425	10221
2994	445	10977
9890	442	4290
8487	445	13041
1290	445	11115
822	425	13574
6306	450	6349
9145	445	12875
6117	425	7825
12742	450	7498
12485	442	6716
880	442	9882
13508	430	13108
2686	450	11714
491	445	1631
5843	442	1147
9351	445	6716
10021	440	10476
10088	442	1621
185	445	10284
8563	430	8457
2208	442	8820
1323	450	11167
10227	442	3901
9669	445	28
7946	439	4449
4401	440	5572
3131	445	7029
6368	430	8659
1769	426	4869
11050	442	5886
10424	445	10171
9614	442	9149
11729	430	9262
12687	425	12669
4598	450	5476
4744	430	3237
178	450	11714
8230	445	4290
8758	445	6973
1538	445	9471
13433	425	6273
5559	442	11914
2661	426	5658
10092	445	4713
8121	442	1481
11499	445	13832
40	442	4460
6640	445	10217
75	425	12187
514	442	2011
12308	442	69
3605	442	10622
12810	445	8867
7532	430	4341
1793	445	12181
4549	445	10591
3721	442	11863
2219	450	4643
3956	442	13788
11162	442	2312
4044	442	100
11833	425	12357
4170	445	6679
7123	445	5741
897	442	2016
5096	445	6679
7381	445	1247
11181	445	8644
4003	426	5335
4245	445	9882
4050	442	5966
11703	445	3901
603	425	7825
8662	445	7845
9788	445	10658
384	445	9903
2874	445	4470
1685	445	12537
3083	442	3107
12837	445	8867
5944	445	9882
5406	442	5622
2163	428	8560
13362	442	9471
11157	442	1481
202	450	4839
11919	428	2988
3299	442	11422
3613	442	13788
9101	445	5829
11824	443	1877
2175	422	6069
2707	450	5802
13254	445	10251
11479	445	10130
4768	450	12187
8760	445	11243
12061	445	1961
10146	445	3416
12728	445	13292
5744	445	9903
3322	445	11115
1658	445	5227
2907	442	13084
1291	445	10840
8862	445	12181
5097	445	821
12576	432	7359
7365	442	12530
9744	442	1961
5278	440	12186
4879	428	13831
3136	445	4057
12956	445	12482
6774	445	2195
9824	442	8304
334	430	4960
9957	442	4576
6701	442	13398
5211	450	9395
13591	442	9001
6065	428	2004
204	445	3827
5750	445	4290
11800	442	1759
10929	445	13041
1756	445	3269
11399	442	5829
4933	442	3355
5907	445	5336
13459	442	11422
