14287	421	17739
13939	326	996
16270	383	4366
14575	395	15509
7056	369	335
4623	316	14057
9885	316	14168
15839	290	13586
3755	331	13638
5927	392	13724
2495	398	14578
11860	316	8162
1716	356	9982
5533	421	9595
11596	388	1064
16460	296	5480
10726	316	14084
11707	331	9031
10511	383	1749
16403	383	11090
13190	316	10183
5505	290	8912
17655	421	9540
15610	331	9636
10515	316	12319
9134	421	1534
3461	316	12861
379	316	4715
3189	337	12744
11285	286	8425
7892	421	17179
4330	316	7724
2701	300	8600
17576	331	7518
4160	407	15074
2113	316	2810
3590	286	5170
10910	316	13269
9396	288	12302
16052	290	10634
7523	290	14592
14986	316	15506
648	358	10282
266	316	132
11051	316	7461
3802	398	7759
16023	316	168
5868	316	9457
2549	421	15988
13533	323	13565
13340	297	2422
11768	398	5531
6271	331	14771
461	356	16097
16694	316	10204
17090	283	17240
5305	421	17033
16562	290	2035
7085	290	2097
13769	316	11888
16314	392	16848
10291	281	12861
7584	283	13243
13914	420	8350
2242	330	3405
6405	296	16512
10010	326	9986
16255	316	895
1049	281	4871
5353	398	9952
4337	403	13649
16990	316	8454
4108	304	5467
7433	316	15857
17448	355	9000
8137	284	9501
11190	319	15315
14496	316	13743
4853	316	4560
17426	330	17672
274	286	758
4290	398	6034
3123	388	2457
16260	316	13918
9864	290	5308
17157	281	14189
3879	296	1765
3546	331	7450
12596	316	14547
12222	331	1839
17648	403	454
7847	420	4504
1521	330	14384
6343	281	15271
10637	286	7932
5858	388	5309
15264	281	6178
8457	347	644
9632	316	7461
3424	300	17125
15088	316	8353
10774	379	13167
1212	316	8094
4015	281	10925
15841	304	5467
2057	379	1369
13799	359	17363
10889	355	10560
16556	316	7911
1716	316	4366
8666	420	10297
12229	316	4476
14391	296	7225
1231	421	14275
10511	316	6817
13035	316	16877
10225	379	5022
9195	281	10532
9611	388	6281
17549	337	6477
16895	316	6287
9325	316	1596
5675	286	8085
4800	356	2293
15147	356	268
7113	316	3556
17364	388	3730
11107	388	758
3206	398	11190
6955	347	9986
3051	296	16685
3592	331	2841
12670	316	7499
2245	359	1467
5572	326	5022
15243	316	7995
3015	347	4085
10645	347	5022
10721	356	10542
14640	296	9645
5118	286	6738
2584	356	6708
4155	316	2603
15599	316	10493
13183	297	6104
1367	347	6949
8459	336	1968
15244	296	12421
1867	337	11563
7127	283	11190
16176	379	11760
14230	337	17067
11292	421	8634
6398	286	907
2476	411	4666
10010	326	12472
7575	316	14746
6489	345	10708
11166	347	5725
10554	331	10659
6144	316	16590
10477	398	5531
9020	379	1512
13246	313	5467
8540	283	1369
17004	331	2841
15935	343	4792
2132	316	4159
15150	398	16219
15526	347	12791
13448	316	5159
5235	281	354
4225	281	15077
171	356	1966
3274	283	2342
15524	421	16145
10246	356	806
4150	316	5002
6259	388	14150
14768	356	2293
8190	347	11842
8195	356	11241
1591	347	12383
9636	286	16875
2088	290	6136
886	316	13972
2938	337	16740
15348	383	16625
14342	331	15610
16442	326	10768
2838	356	7544
986	279	6382
8824	330	6767
4729	355	5536
