3104	190	7710
13971	78	9788
1640	85	3642
7537	273	20772
15839	175	20226
7651	21	9056
1347	7	10116
10977	152	11890
11150	3	3446
11969	7	6983
17361	236	20081
18303	65	13950
3967	145	755
15484	175	6516
365	264	8537
679	128	19902
16614	34	21879
5283	187	19785
8982	170	17106
10637	78	6184
22317	0	4871
20540	264	18929
3974	273	12846
12192	87	6686
15377	120	1760
18780	245	14667
17856	151	16492
11606	64	14933
6608	7	16896
11235	197	3874
16807	29	17404
14390	7	6354
15251	34	15321
18952	185	5619
22517	54	5292
6939	257	10955
20188	145	3034
285	21	13521
6488	149	3406
7425	2	14712
15225	106	16246
5780	34	8135
16914	0	4633
16480	34	1683
20091	186	16472
3123	273	5337
11549	246	18003
19465	238	13100
2326	49	5029
6620	120	13502
20164	250	1226
17073	250	10288
20210	187	21889
17240	190	20508
22782	175	10006
14737	187	8228
8562	246	6257
6297	245	9481
902	165	18538
16262	190	12630
6781	175	1148
1043	151	21410
18144	249	9257
9007	238	16524
16982	95	4823
5060	58	10922
14789	29	18554
16915	0	13288
11135	175	1961
4587	190	4792
12340	238	8213
4305	239	1538
14382	133	20226
6054	245	12732
14778	246	18003
6590	70	23022
15588	34	15645
15472	7	9815
14587	175	3559
3014	34	14551
7802	175	14298
21951	10	20591
18329	151	5280
8915	120	5668
18175	190	8677
20445	7	2015
16495	145	19442
15969	34	395
9829	175	8069
2845	175	7876
16924	54	12106
20609	250	4403
11966	34	19851
1306	175	2292
19094	4	13159
11668	95	2324
8961	246	14785
14290	2	5635
19436	120	5723
1086	3	133
12882	187	599
22455	34	4781
10742	249	22553
14832	190	21630
2818	175	3276
4011	264	19718
17151	190	7146
76	250	10288
20308	91	19120
15424	34	15937
2835	247	3813
16875	175	7139
15743	34	7755
5749	219	3401
1286	34	7175
2360	151	23297
1911	34	23096
6280	7	10474
11496	265	861
8300	190	14843
10521	29	3537
15893	34	17251
16752	187	6250
13716	95	2890
14735	7	7026
12330	250	13363
12265	148	3103
21953	246	13967
19847	246	19941
14910	190	18525
17916	113	11741
20676	190	12610
21760	152	22912
10656	250	3675
7109	246	19164
20700	175	6686
20772	245	7537
5343	237	7239
22101	200	18672
11612	29	839
3663	212	38
2714	162	6059
9049	245	8889
9731	7	1964
5654	246	21698
15097	261	10305
16979	34	953
17502	264	19839
3171	3	21402
225	149	11863
18011	95	17832
6701	170	20915
16518	192	21879
10509	187	20720
5853	250	5975
19993	54	21104
8656	250	18204
3445	175	12509
21863	34	18506
924	151	5133
16096	266	3827
21256	135	22694
3698	22	11758
9687	51	5624
15191	34	12354
16973	87	8256
22477	70	3137
21499	34	6686
17235	186	17262
19687	58	4158
17078	11	5433
17126	34	7775
19516	54	12810
21889	187	13949
14014	34	6516
20497	54	166
18094	149	18011
12576	190	4271
1408	7	745
10053	2	14769
21469	190	16616
1894	65	5731
20340	166	21630
17194	34	14298
10771	190	16706
18466	4	446
23233	245	7115
6568	257	60
22806	145	20320
3849	187	11239
17882	191	3845
21499	34	22488
12783	34	1961
1669	100	1368
10937	190	17552
8932	58	21460
18985	11	4555
9726	34	7034
20061	78	7097
14307	34	2409
19261	106	8665
5504	257	7899
16703	73	14177
15728	151	12028
17306	106	9919
2250	0	3799
21847	34	18699
6054	273	19430
22036	34	5947
4201	95	22419
15393	190	21704
5542	65	19178
3584	145	3584
3895	152	1188
14862	273	8362
12065	83	1158
14907	128	12374
21645	34	20605
7221	245	18445
9071	246	15316
22234	7	3275
8223	187	7124
22145	4	20001
2209	257	10022
5024	22	18824
5032	245	11428
9066	187	21265
6710	121	7301
19227	78	18810
10853	34	9919
18503	61	522
2912	4	7527
5407	7	5115
6292	58	3609
11961	175	6164
18275	145	2876
13015	34	15321
612	145	8799
5745	245	19609
22578	7	11352
15292	267	6150
6135	34	17347
6418	34	22536
21523	145	2275
23005	216	656
18222	192	14298
4177	175	18718
14914	120	13310
17354	34	9467
22559	175	11215
19821	191	780
4804	34	11397
8136	250	13394
3703	3	1251
19434	202	2408
15740	34	21856
13065	133	7679
2566	29	18554
16455	106	14806
16934	113	9871
4070	170	16062
6928	70	7432
4343	54	16840
4408	202	11985
7986	0	5865
18114	212	3968
6125	11	299
15364	7	1125
7020	190	17828
16376	7	9806
2999	190	2223
15706	147	3342
13472	120	2606
18735	216	22739
13574	85	9347
3204	104	19488
19222	4	1774
16710	7	15000
4191	2	2292
13401	34	12062
10771	29	5203
18167	34	18298
3651	128	21218
11879	175	5798
10856	216	5631
7193	58	21783
13263	0	8581
17814	170	12054
18060	273	8365
6354	246	20977
4665	175	11607
6241	58	6373
14251	78	11586
15204	34	13787
22964	34	21234
4062	34	16125
4653	246	4987
21217	190	20956
17293	212	3825
12050	51	16623
