7670	422	9592
7050	422	1140
1570	422	13148
7237	422	8145
6239	422	858
37	422	7669
2175	422	1765
5912	422	9818
11856	422	6648
7103	422	2639
7103	422	4962
11418	422	1053
6239	422	7178
12938	422	11889
10770	422	9664
5561	422	8917
3308	422	11995
3549	422	9294
10470	422	91
7670	422	9515
5912	422	9755
10325	422	1579
11856	422	8789
5950	422	10603
5950	422	6210
4238	422	2180
5019	422	13327
9571	422	9910
8341	422	13113
11418	422	2863
12174	422	3681
4053	422	11948
7670	422	13261
10770	422	13113
3308	422	4923
4440	422	12922
6971	422	6755
7237	422	2429
5019	422	3837
2156	422	1408
2077	422	9084
6239	422	3259
3193	422	12383
5738	422	31
3799	422	10190
2175	422	5673
2270	422	11995
6686	422	9755
5912	422	4355
11392	422	11394
4387	422	11285
5288	422	9592
12174	422	12232
11392	422	3837
13377	422	9910
37	422	2429
12017	422	2889
3193	422	11898
3799	422	8698
9909	422	7597
4535	422	9819
5529	422	2429
5912	422	10285
7368	422	12670
4238	422	8145
8607	422	9817
13377	422	12241
2175	422	3681
7043	422	2453
11392	422	12670
13377	422	11388
6647	422	2453
5561	422	11995
6239	422	1030
4278	422	10381
13645	422	1351
3308	422	2180
6686	422	273
3799	422	10139
6239	422	10066
2270	422	12187
7043	422	3448
11586	422	10564
9571	422	4918
5950	422	6410
11418	422	403
8341	422	7108
5794	422	6960
5598	422	10564
5561	422	1100
12191	422	6210
10325	422	13148
3799	422	12230
11418	422	11015
5367	422	6755
5912	422	5742
4238	422	12012
6647	422	5704
10770	422	12670
1066	422	6231
3549	422	9084
12518	422	11837
4238	422	12357
1570	422	1633
3379	422	3749
5912	422	3429
169	422	5684
1570	422	158
6686	422	2180
6918	422	12670
12559	422	1373
5738	422	2628
4278	422	11837
6239	422	11500
4387	422	5593
3549	422	11285
11418	422	6213
6686	422	9592
11294	422	2429
10770	422	4746
8341	422	7669
12666	422	5839
3379	422	11523
5950	422	1039
4053	422	10007
12174	422	5191
8249	422	10809
1570	422	1579
4440	422	13113
7368	422	12357
1066	422	6245
6559	422	3055
10770	422	5839
6686	422	1770
9571	422	11889
3308	422	6738
3308	422	9755
3549	422	10809
5561	422	8205
2077	422	8856
6686	422	8058
6239	422	12751
2156	422	12922
12666	422	3869
6686	422	11837
4535	422	9166
13441	422	3390
7050	422	4698
11392	422	8841
6918	422	11147
6647	422	7825
12938	422	9570
5529	422	6960
11294	422	6960
5950	422	9592
6559	422	7062
5609	422	8917
6239	422	6394
4535	422	5354
1570	422	12316
5950	422	7669
12559	422	2093
4053	422	2723
3713	422	5839
4238	422	13697
4238	422	2176
2156	422	8477
8341	422	10446
3799	422	4419
5950	422	9002
10770	422	2723
10325	422	1633
7237	422	6410
7043	422	6382
12518	422	11995
5950	422	13113
6239	422	6262
6971	422	4923
8189	422	1770
7670	422	7825
7670	422	1722
3936	422	7669
6239	422	11876
6559	422	91
7368	422	9592
37	422	10356
12051	422	9592
3179	422	8665
5019	422	8841
4053	422	6086
6239	422	7589
8189	422	12470
8189	422	1916
4440	422	1039
7050	422	13111
3308	422	1104
7670	422	12954
6686	422	8145
3308	422	11164
8189	422	9592
3646	422	6202
6239	422	3973
169	422	1928
2603	422	12670
5738	422	9006
7670	422	2453
10470	422	12232
11856	422	3749
13377	422	3415
8607	422	11145
5950	422	12670
9571	422	13596
10770	422	9592
2270	422	2628
6239	422	10811
2270	422	9755
10770	422	7669
5367	422	13123
5367	422	2176
13377	422	12898
7050	422	1770
11869	422	12670
12938	422	12898
4440	422	11348
6971	422	1770
1996	422	3942
5738	422	5147
1467	422	7669
5561	422	2628
5598	422	10356
3799	422	4572
169	422	2180
1066	422	7062
7368	422	4274
10470	422	6245
11586	422	9592
6278	422	11164
4238	422	9273
6278	422	2863
4440	422	9592
8189	422	10447
7050	422	11758
12017	422	11837
10470	422	4918
7237	422	7669
10470	422	13123
4053	422	5546
5019	422	3354
2077	422	10809
